time,logged_time,pressure_pa,temp_c,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1330918,0,0.0,0.0,5.320000171661377,2.380000114440918,2.380000114440918,0.003659999929368496,0.02781599946320057,0.9486719965934753,0.0,0.0,0.0
1334331,0,103422.140625,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340331,0,0.0,0.0,5.809999942779541,2.5199999809265137,2.380000114440918,0.003659999929368496,0.025619998574256897,0.9450119733810425,1.0080000162124634,0.6439999938011169,-48.104000091552734
1345081,0,103423.84375,25.501373291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346650,0,0.0,0.0,5.389999866485596,2.450000047683716,2.0999999046325684,0.003659999929368496,0.032207999378442764,0.945743978023529,0.0,0.0,0.0
1350338,0,103425.1796875,25.536651611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352073,0,0.0,0.0,5.670000076293945,2.5199999809265137,2.0299999713897705,0.0029279999434947968,0.024156000465154648,0.9442799687385559,1.2599999904632568,-0.9940000176429749,-47.27799987792969
1355149,0,0.0,0.0,5.460000038146973,2.450000047683716,2.0999999046325684,0.007319999858736992,0.027084000408649445,0.9486719965934753,0.0,0.0,0.0
1363990,0,103423.0078125,25.536651611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365559,0,0.0,0.0,5.110000133514404,2.6600000858306885,2.0299999713897705,0.004391999915242195,0.030743999406695366,0.9479399919509888,1.2039999961853027,0.2800000011920929,-47.46000289916992
1369433,0,0.0,0.0,5.320000171661377,2.7300000190734863,2.309999942779541,0.003659999929368496,0.030743999406695366,0.9486719965934753,0.0,0.0,0.0
1372047,0,103424.1953125,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377047,0,0.0,0.0,5.670000076293945,2.5199999809265137,2.240000009536743,0.003659999929368496,0.029279999434947968,0.9486719965934753,0.6720000505447388,0.7560000419616699,-47.86600112915039
1380522,0,103423.84375,25.541061401367188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382090,0,0.0,0.0,5.389999866485596,2.450000047683716,2.380000114440918,0.004391999915242195,0.032207999378442764,0.9574559926986694,0.0,0.0,0.0
1389540,0,0.0,0.0,5.320000171661377,2.380000114440918,2.0299999713897705,0.003659999929368496,0.027084000408649445,0.9486719965934753,1.0920000076293945,0.6439999938011169,-49.16800308227539
1393015,0,103423.90625,25.514602661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394583,0,0.0,0.0,5.670000076293945,2.450000047683716,2.309999942779541,0.0058559998869895935,0.024156000465154648,0.9450119733810425,0.0,0.0,0.0
1398439,0,103424.1328125,25.521224975585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402030,0,0.0,0.0,5.740000247955322,2.5199999809265137,2.240000009536743,0.0058559998869895935,0.02781599946320057,0.9523319602012634,1.2319999933242798,-0.32199999690055847,-49.2660026550293
1405904,0,0.0,0.0,5.179999828338623,2.5899999141693115,2.240000009536743,0.005123999901115894,0.025619998574256897,0.9494040012359619,0.0,0.0,0.0
1408518,0,103425.0546875,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414477,0,103424.765625,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416046,0,0.0,0.0,5.320000171661377,2.5199999809265137,2.0299999713897705,0.0029279999434947968,0.027084000408649445,0.9486719965934753,0.3920000195503235,-0.32199999690055847,-48.986000061035156
1419121,0,0.0,0.0,5.670000076293945,2.450000047683716,2.0299999713897705,0.006587999872863293,0.01903199963271618,0.9515999555587769,0.0,0.0,0.0
1422534,0,103423.84375,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427003,0,0.0,0.0,5.25,2.380000114440918,2.380000114440918,0.010247999802231789,0.02635199949145317,0.9494040012359619,1.2599999904632568,-0.15399999916553497,-47.656002044677734
1430478,0,103424.859375,25.5267333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432046,0,0.0,0.0,5.389999866485596,2.450000047683716,2.309999942779541,0.005123999901115894,0.024156000465154648,0.9537959694862366,0.0,0.0,0.0
1438534,0,103424.09375,25.514602661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440102,0,0.0,0.0,5.53000020980835,2.5899999141693115,2.240000009536743,0.004391999915242195,0.03001200035214424,0.9537959694862366,1.4840000867843628,0.36400002241134644,-48.91600036621094
1443177,0,0.0,0.0,5.389999866485596,2.450000047683716,2.380000114440918,0.004391999915242195,0.03147599846124649,0.9464759826660156,0.0,0.0,0.0
1446590,0,103421.5859375,25.521224975585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452592,0,0.0,0.0,5.599999904632568,2.380000114440918,2.1700000762939453,0.003659999929368496,0.028547998517751694,0.9501360058784485,1.596000075340271,0.19600000977516174,-48.426002502441406
1456067,0,103425.0546875,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457635,0,0.0,0.0,5.320000171661377,2.1700000762939453,2.240000009536743,0.004391999915242195,0.03294000029563904,0.9545279741287231,0.0,0.0,0.0
1462589,0,103420.6796875,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464475,0,0.0,0.0,5.320000171661377,2.5199999809265137,2.1700000762939453,0.006587999872863293,0.02635199949145317,0.9494040012359619,1.2599999904632568,0.0560000017285347,-47.82400131225586
1470615,0,103423.84375,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476970,0,0.0,0.0,5.460000038146973,2.380000114440918,2.240000009536743,0.0058559998869895935,0.024887999519705772,0.9464759826660156,0.8960000276565552,0.7280000448226929,-48.034000396728516
1480444,0,103423.84375,25.502479553222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482012,0,0.0,0.0,5.53000020980835,2.0299999713897705,2.309999942779541,0.0,0.027084000408649445,0.9464759826660156,0.0,0.0,0.0
1486643,0,103424.0,25.536651611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489464,0,0.0,0.0,5.460000038146973,2.0999999046325684,2.309999942779541,0.004391999915242195,0.03001200035214424,0.945743978023529,1.4560000896453857,0.14000000059604645,-48.73400115966797
1493338,0,0.0,0.0,5.460000038146973,2.380000114440918,1.9600000381469727,0.003659999929368496,0.0226919986307621,0.9508680105209351,0.0,0.0,0.0
1495952,0,103420.96875,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501959,0,0.0,0.0,5.460000038146973,2.0299999713897705,2.0999999046325684,0.005123999901115894,0.035868000239133835,0.95306396484375,1.9040000438690186,0.2240000069141388,-49.04199981689453
1505434,0,103420.2734375,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507002,0,0.0,0.0,5.599999904632568,2.380000114440918,2.0299999713897705,0.005123999901115894,0.024887999519705772,0.9472079873085022,0.0,0.0,0.0
1510694,0,103424.2109375,25.5267333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514454,0,0.0,0.0,5.389999866485596,2.5899999141693115,2.0999999046325684,0.003659999929368496,0.024887999519705772,0.95306396484375,1.4560000896453857,0.5040000081062317,-48.51000213623047
1518328,0,0.0,0.0,5.110000133514404,2.450000047683716,2.0999999046325684,0.0058559998869895935,0.03147599846124649,0.9494040012359619,0.0,0.0,0.0
1520942,0,103422.390625,25.52783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526722,0,103424.2734375,25.50909423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528290,0,0.0,0.0,5.320000171661377,2.450000047683716,1.9600000381469727,0.004391999915242195,0.027084000408649445,0.9501360058784485,1.624000072479248,0.5600000023841858,-49.02799987792969
1531365,0,0.0,0.0,5.320000171661377,2.5899999141693115,2.0999999046325684,0.0021959999576210976,0.02122800052165985,0.9508680105209351,0.0,0.0,0.0
1534778,0,103422.1953125,25.536651611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539433,0,0.0,0.0,5.53000020980835,2.380000114440918,1.75,0.0029279999434947968,0.029279999434947968,0.9472079873085022,1.540000081062317,0.5879999995231628,-48.272003173828125
1542908,0,103424.1953125,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544476,0,0.0,0.0,5.740000247955322,2.309999942779541,2.309999942779541,0.0007319999858736992,0.024887999519705772,0.9545279741287231,0.0,0.0,0.0
1550769,0,103423.84375,25.514602661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552337,0,0.0,0.0,5.460000038146973,2.380000114440918,2.0299999713897705,0.004391999915242195,0.029279999434947968,0.9464759826660156,1.7360000610351562,0.1120000034570694,-48.608001708984375
1558791,0,103420.734375,25.514602661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564822,0,0.0,0.0,5.320000171661377,2.450000047683716,2.0999999046325684,0.004391999915242195,0.024887999519705772,0.95306396484375,1.7920000553131104,-0.07000000029802322,-48.15999984741211
1568297,0,103422.2578125,25.541061401367188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569865,0,0.0,0.0,5.320000171661377,2.240000009536743,2.240000009536743,0.0029279999434947968,0.027084000408649445,0.9486719965934753,0.0,0.0,0.0
1574822,0,103424.4140625,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576897,0,0.0,0.0,5.460000038146973,2.5199999809265137,2.0299999713897705,0.003659999929368496,0.029279999434947968,0.9537959694862366,1.0920000076293945,0.3920000195503235,-46.66200256347656
1579972,0,0.0,0.0,5.389999866485596,2.5199999809265137,2.0299999713897705,0.006587999872863293,0.023423999547958374,0.9472079873085022,0.0,0.0,0.0
1582586,0,103422.2109375,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589385,0,0.0,0.0,5.389999866485596,2.380000114440918,2.0999999046325684,0.0058559998869895935,0.02635199949145317,0.9508680105209351,0.784000039100647,0.19600000977516174,-48.88800048828125
1592860,0,103422.34375,25.496963500976562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594428,0,0.0,0.0,5.460000038146973,2.5199999809265137,2.0999999046325684,0.003659999929368496,0.032207999378442764,0.9515999555587769,0.0,0.0,0.0
1598870,0,103423.7734375,25.50909423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601881,0,0.0,0.0,5.670000076293945,2.5199999809265137,2.240000009536743,0.003659999929368496,0.03367199748754501,0.9501360058784485,0.9240000247955322,-0.3500000238418579,-47.922000885009766
1605756,0,0.0,0.0,5.809999942779541,2.380000114440918,2.1700000762939453,0.0029279999434947968,0.03367199748754501,0.9479399919509888,0.0,0.0,0.0
1608370,0,103423.8984375,25.549880981445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614372,0,0.0,0.0,5.460000038146973,2.309999942779541,2.0299999713897705,0.0029279999434947968,0.028547998517751694,0.9494040012359619,1.9320000410079956,0.5320000052452087,-48.13199996948242
1617847,0,103424.5078125,25.505783081054688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619415,0,0.0,0.0,5.53000020980835,2.5899999141693115,2.0999999046325684,0.003659999929368496,0.025619998574256897,0.9479399919509888,0.0,0.0,0.0
1622920,0,103424.8828125,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626860,0,0.0,0.0,5.599999904632568,2.1700000762939453,1.9600000381469727,0.005123999901115894,0.023423999547958374,0.9472079873085022,1.1200000047683716,0.5040000081062317,-48.454002380371094
1630735,0,0.0,0.0,5.25,2.380000114440918,2.0999999046325684,0.003659999929368496,0.02635199949145317,0.9515999555587769,0.0,0.0,0.0
1636566,0,103423.84375,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639352,0,0.0,0.0,5.740000247955322,2.5899999141693115,2.0999999046325684,0.0029279999434947968,0.030743999406695366,0.9472079873085022,1.2879999876022339,0.14000000059604645,-48.93000030517578
1642427,0,0.0,0.0,5.599999904632568,2.5199999809265137,2.1700000762939453,0.005123999901115894,0.03001200035214424,0.9567239880561829,0.0,0.0,0.0
1645041,0,103425.0625,25.536651611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651839,0,0.0,0.0,5.460000038146973,2.380000114440918,2.0299999713897705,0.005123999901115894,0.028547998517751694,0.9486719965934753,1.4000000953674316,-0.2939999997615814,-49.28000259399414
1655314,0,103423.0078125,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656882,0,0.0,0.0,5.179999828338623,2.240000009536743,2.1700000762939453,0.003659999929368496,0.03147599846124649,0.9486719965934753,0.0,0.0,0.0
1662984,0,103420.4765625,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664552,0,0.0,0.0,5.110000133514404,2.380000114440918,2.240000009536743,0.007319999858736992,0.032207999378442764,0.9494040012359619,0.5320000052452087,0.8680000305175781,-48.145999908447266
1667627,0,0.0,0.0,5.110000133514404,2.309999942779541,2.1700000762939453,0.004391999915242195,0.02635199949145317,0.9464759826660156,0.0,0.0,0.0
1671040,0,103425.2734375,25.513504028320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677042,0,0.0,0.0,5.599999904632568,2.450000047683716,2.240000009536743,0.004391999915242195,0.03147599846124649,0.9501360058784485,1.0640000104904175,0.36400002241134644,-48.44000244140625
1680517,0,103424.125,25.4903564453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682085,0,0.0,0.0,5.320000171661377,2.450000047683716,2.240000009536743,0.0029279999434947968,0.024887999519705772,0.9537959694862366,0.0,0.0,0.0
1687042,0,103423.8671875,25.515708923339844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689318,0,0.0,0.0,5.460000038146973,2.380000114440918,2.240000009536743,0.0029279999434947968,0.028547998517751694,0.9515999555587769,1.3720000982284546,0.42000001668930054,-49.09800338745117
1693192,0,0.0,0.0,5.25,2.309999942779541,2.309999942779541,0.005123999901115894,0.03367199748754501,0.9515999555587769,0.0,0.0,0.0
1695806,0,103422.78125,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701810,0,0.0,0.0,5.460000038146973,2.450000047683716,1.8899999856948853,0.0021959999576210976,0.025619998574256897,0.9545279741287231,0.9800000190734863,0.0560000017285347,-47.50200271606445
1705284,0,103422.140625,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706853,0,0.0,0.0,5.179999828338623,2.380000114440918,2.1700000762939453,0.003659999929368496,0.028547998517751694,0.9501360058784485,0.0,0.0,0.0
1711107,0,103422.34375,25.523422241210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714296,0,0.0,0.0,5.599999904632568,2.309999942779541,2.0299999713897705,0.003659999929368496,0.020495999604463577,0.9515999555587769,0.8680000305175781,0.5600000023841858,-48.762001037597656
1718170,0,0.0,0.0,5.460000038146973,2.380000114440918,2.1700000762939453,0.003659999929368496,0.027084000408649445,0.9523319602012634,0.0,0.0,0.0
1720783,0,103423.203125,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727137,0,103421.6640625,25.513504028320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728705,0,0.0,0.0,5.320000171661377,2.240000009536743,1.8899999856948853,0.004391999915242195,0.02635199949145317,0.9537959694862366,1.596000075340271,-0.07000000029802322,-49.50400161743164
1731780,0,0.0,0.0,5.179999828338623,2.380000114440918,2.240000009536743,0.0058559998869895935,0.029279999434947968,0.9486719965934753,0.0,0.0,0.0
1735193,0,103422.25,25.503585815429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739273,0,0.0,0.0,5.25,2.380000114440918,1.9600000381469727,0.007319999858736992,0.02781599946320057,0.9501360058784485,0.9800000190734863,-0.3500000238418579,-48.384002685546875
1743148,0,0.0,0.0,5.389999866485596,2.309999942779541,2.0999999046325684,0.003659999929368496,0.03147599846124649,0.9472079873085022,0.0,0.0,0.0
1748811,0,103423.84375,25.517913818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751765,0,0.0,0.0,5.599999904632568,2.380000114440918,2.5199999809265137,0.005123999901115894,0.0226919986307621,0.9464759826660156,1.0640000104904175,0.14000000059604645,-48.790000915527344
1754840,0,0.0,0.0,5.460000038146973,2.5199999809265137,2.5199999809265137,0.005123999901115894,0.03147599846124649,0.9552599787712097,0.0,0.0,0.0
1757454,0,103423.9921875,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764255,0,0.0,0.0,5.389999866485596,2.5899999141693115,1.8899999856948853,0.004391999915242195,0.02781599946320057,0.9515999555587769,1.7920000553131104,0.9800000190734863,-49.30800247192383
1767730,0,103424.046875,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769298,0,0.0,0.0,5.25,2.450000047683716,2.1700000762939453,0.004391999915242195,0.02635199949145317,0.9523319602012634,0.0,0.0,0.0
1775242,0,103423.9140625,25.513504028320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776810,0,0.0,0.0,5.880000114440918,2.450000047683716,1.8899999856948853,0.0058559998869895935,0.0226919986307621,0.9494040012359619,1.1480000019073486,0.2800000011920929,-49.46200180053711
1779885,0,0.0,0.0,5.389999866485596,2.380000114440918,2.0999999046325684,0.0029279999434947968,0.0226919986307621,0.9501360058784485,0.0,0.0,0.0
1783298,0,103420.7265625,25.515708923339844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789300,0,0.0,0.0,5.460000038146973,2.380000114440918,2.0999999046325684,0.0029279999434947968,0.024156000465154648,0.9545279741287231,1.1480000019073486,0.5320000052452087,-47.55800247192383
1792775,0,103424.140625,25.513504028320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794344,0,0.0,0.0,5.320000171661377,2.450000047683716,2.0999999046325684,0.003659999929368496,0.024156000465154648,0.9545279741287231,0.0,0.0,0.0
1799300,0,103424.125,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801738,0,0.0,0.0,5.320000171661377,2.6600000858306885,2.1700000762939453,0.005123999901115894,0.025619998574256897,0.9515999555587769,2.240000009536743,0.0560000017285347,-48.37000274658203
1805612,0,0.0,0.0,5.110000133514404,2.5199999809265137,2.0999999046325684,0.008051999844610691,0.024887999519705772,0.9494040012359619,0.0,0.0,0.0
1808226,0,103424.0859375,25.513504028320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814233,0,0.0,0.0,5.25,2.6600000858306885,2.0999999046325684,0.0058559998869895935,0.028547998517751694,0.9523319602012634,1.2599999904632568,0.02800000086426735,-48.02000045776367
1817707,0,103424.125,25.513504028320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819275,0,0.0,0.0,5.599999904632568,2.450000047683716,2.1700000762939453,0.004391999915242195,0.023423999547958374,0.9537959694862366,0.0,0.0,0.0
1823342,0,103423.953125,25.52783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826720,0,0.0,0.0,5.670000076293945,2.7300000190734863,2.1700000762939453,0.006587999872863293,0.024887999519705772,0.9523319602012634,2.2120001316070557,0.784000039100647,-47.586002349853516
1830595,0,0.0,0.0,5.599999904632568,2.309999942779541,1.8899999856948853,0.0058559998869895935,0.029279999434947968,0.9552599787712097,0.0,0.0,0.0
1833209,0,103422.3984375,25.541061401367188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839366,0,103420.6796875,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840934,0,0.0,0.0,5.389999866485596,2.240000009536743,2.0999999046325684,0.004391999915242195,0.024156000465154648,0.9450119733810425,0.9800000190734863,0.1120000034570694,-48.58000183105469
1844010,0,0.0,0.0,5.389999866485596,2.240000009536743,2.240000009536743,0.0029279999434947968,0.030743999406695366,0.95306396484375,0.0,0.0,0.0
1847423,0,103421.5390625,25.521224975585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851694,0,0.0,0.0,5.53000020980835,2.309999942779541,2.240000009536743,0.003659999929368496,0.03513599932193756,0.9494040012359619,0.8960000276565552,-0.014000000432133675,-47.06800079345703
1855169,0,103423.6953125,25.521224975585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856737,0,0.0,0.0,5.53000020980835,2.309999942779541,2.1700000762939453,0.003659999929368496,0.027084000408649445,0.9515999555587769,0.0,0.0,0.0
1863426,0,103422.5,25.51019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864994,0,0.0,0.0,5.389999866485596,2.240000009536743,2.380000114440918,0.005123999901115894,0.03367199748754501,0.9552599787712097,1.7920000553131104,-0.43400001525878906,-47.263999938964844
1868070,0,0.0,0.0,5.53000020980835,2.309999942779541,2.380000114440918,0.0029279999434947968,0.025619998574256897,0.9567239880561829,0.0,0.0,0.0
1871483,0,103424.9375,25.52783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876661,0,0.0,0.0,5.389999866485596,2.380000114440918,2.240000009536743,0.0029279999434947968,0.02635199949145317,0.958187997341156,1.3720000982284546,0.6159999966621399,-47.55800247192383
1880136,0,103424.1015625,25.522323608398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881704,0,0.0,0.0,5.25,2.6600000858306885,2.0299999713897705,0.005123999901115894,0.027084000408649445,0.9515999555587769,0.0,0.0,0.0
